"https://pharmeasy.in/online-medicine-order/1","3a Pan 40mg Tablet","By 3A PHARMACEUTICALS",,,,,
"https://pharmeasy.in/online-medicine-order/2","3a Pan D Tablet","By 3A PHARMACEUTICALS",,,,,
"https://pharmeasy.in/online-medicine-order/3","Aceper Tablet","By 3A PHARMACEUTICALS",,,,,
"https://pharmeasy.in/online-medicine-order/4","Jocap 500mg Tab","By 3A PHARMACEUTICALS",,,,,
"https://pharmeasy.in/online-medicine-order/5","Star 365","By 3A PHARMACEUTICALS","₹178.00","15% OFF","15% OFF",,
"https://pharmeasy.in/online-medicine-order/6","Torflash 60k","By 3A PHARMACEUTICALS","₹108.20","15% OFF","15% OFF",,
"https://pharmeasy.in/online-medicine-order/7","Sprincal Cm Tablet 15's","By 3A PHARMACEUTICALS","₹87.00","15% OFF","15% OFF","https://cdn01.pharmeasy.in/dam/products/I00027/sprincal-cm-tablet-15s-front-2-1597360365.jpg",
"https://pharmeasy.in/online-medicine-order/8","Bonesol K2 Tablet","By 3C HEALTHCARE SOLUTION PVT LTD",,,,,
"https://pharmeasy.in/online-medicine-order/9","3m Micropore 1 Inch Paper Surgical Tape","By 3M Healthcare","₹69.00","40% OFF","40% OFF","https://cdn01.pharmeasy.in/dam/products_otc/114610/3m-micropore-1-inch-paper-surgical-tape-2-1603206032.jpg",
"https://pharmeasy.in/online-medicine-order/10","Micropore Tape With Dispenser 1/2 Inch",,,,,"https://cdn.pharmeasy.in/cms/otc_product_default_image.png",
"https://pharmeasy.in/online-medicine-order/11","3m Micropore 2 Inch Paper Surgical Tape","By 3M Healthcare","₹138.00","40% OFF","40% OFF","https://cdn01.pharmeasy.in/dam/products_otc/114620/3m-micropore-2-inch-paper-surgical-tape-2-1603206090.jpg",
"https://pharmeasy.in/online-medicine-order/12","3m Micropore 3 Inch Paper Surgical Tape","By 3M Healthcare","₹207.00","40% OFF","40% OFF","https://cdn01.pharmeasy.in/dam/products_otc/114625/3m-micropore-3-inch-paper-surgical-tape-2-1603206090.jpg",
"https://pharmeasy.in/online-medicine-order/13","Tegaderm Film Dressing 10x25 1627w","By TEGADERM",,,,"https://cdn.pharmeasy.in/cms/otc_product_default_image.png",
"https://pharmeasy.in/online-medicine-order/14","Carryl M 60mg Sr Tab 10's","By 4 CARE LIFESCIENCE PVT LTD","₹88.00","15% OFF","15% OFF","https://cdn01.pharmeasy.in/dam/products/265700/carryl-m-60mg-sr-tab-10s-front-2-1597360365.jpg",
"https://pharmeasy.in/online-medicine-order/15","Carryl M Forte 30mg Tab","By 4 CARE LIFESCIENCE PVT LTD","₹93.00","15% OFF","15% OFF","https://cdn01.pharmeasy.in/dam/products/265704/carryl-m-forte-30mg-tab-front-2-1597360365.jpg",
"https://pharmeasy.in/online-medicine-order/16","Enzycare Plus 10mg Tablet","By 4 CARE LIFESCIENCE PVT LTD",,,,,
"https://pharmeasy.in/online-medicine-order/17","Enzycare Plus 5mg Tablet","By 4 CARE LIFESCIENCE PVT LTD",,,,,
"https://pharmeasy.in/online-medicine-order/18","Febucare 40mg Tablet","By 4 CARE LIFESCIENCE PVT LTD","₹107.00","₹80.25*","25% OFF","https://cdn01.pharmeasy.in/dam/products/267987/febucare-40mg-tablet-front-2-1597360365.jpg","It is an antigout medicine, a xanthine oxidase inhibitor, commonly prescribed for chronic gout. The generic name of Febucare 40mg Tab is febuxostat."
"https://pharmeasy.in/online-medicine-order/19","Carryl Msr 30mg Tab","By 4 CARE LIFESCIENCE PVT LTD","₹52.00","15% OFF","15% OFF","https://cdn01.pharmeasy.in/dam/products/326139/carryl-msr-30mg-tab-front-2-1597360368.jpg",
"https://pharmeasy.in/online-medicine-order/20","Carryl Mv 60mg Tablet","By 4 CARE LIFESCIENCE PVT LTD",,,,,
"https://pharmeasy.in/online-medicine-order/21","Carryl 30mg Tablet","By 4 CARE LIFESCIENCE PVT LTD",,,,,
"https://pharmeasy.in/online-medicine-order/22","Carryl 60mg Strip Of 10 Tablets","By 4 CARE LIFESCIENCE PVT LTD","₹58.00","15% OFF","15% OFF",,
"https://pharmeasy.in/online-medicine-order/23","Bitatel M 25mg Tablet","By 4 CARE LIFESCIENCE PVT LTD","₹82.00","₹69.7*","15% OFF","https://cdn01.pharmeasy.in/dam/products/326144/bitatel-m-25mg-tablet-front-2-1597360365.jpg","Bitatel M 25mg Tab contains a combination of two medicines for hypertension - Metoprolol and Telmisartan."
"https://pharmeasy.in/online-medicine-order/24","Bitatel M 50mg Tablet","By 4 CARE LIFESCIENCE PVT LTD","₹107.00","₹85.6*","20% OFF","https://cdn01.pharmeasy.in/dam/products/326145/bitatel-m-50mg-tablet-front-2-1597360368.jpg","Bitatel M 50mg Tab contains a combination of two medicines for hypertension - Metoprolol and Telmisartan."
"https://pharmeasy.in/online-medicine-order/25","Bitatel 40mg Tablet","By 4 CARE LIFESCIENCE PVT LTD","₹55.00","₹46.75*","15% OFF","https://cdn01.pharmeasy.in/dam/products/326147/bitatel-40mg-tablet-front-2-1597360368.jpg","Bitatel 40mg Tab is a medicine that is used for treating blood pressure disorder."
"https://pharmeasy.in/online-medicine-order/26","Nebycare Am Tablet","By 4 CARE LIFESCIENCE PVT LTD","₹82.00","15% OFF","15% OFF",,
"https://pharmeasy.in/online-medicine-order/27","Nebycare 2.5mg Tablet","By 4 CARE LIFESCIENCE PVT LTD","₹57.50","15% OFF","15% OFF","https://cdn01.pharmeasy.in/dam/products/326149/nebycare-25mg-tablet-front-2-1597360368.jpg",
"https://pharmeasy.in/online-medicine-order/28","Nebycare 5mg Tablet","By 4 CARE LIFESCIENCE PVT LTD","₹72.50","15% OFF","15% OFF","https://cdn01.pharmeasy.in/dam/products/326150/nebycare-5mg-tablet-front-2-1597360368.jpg",
"https://pharmeasy.in/online-medicine-order/29","Enzycare 5mg Tablet","By 4 CARE LIFESCIENCE PVT LTD",,,,,
"https://pharmeasy.in/online-medicine-order/30","Levictus 500mg Tablet","By 4 CARE LIFESCIENCE PVT LTD","₹124.00","15% OFF","15% OFF","https://cdn01.pharmeasy.in/dam/products/326155/levictus-500mg-tablet-front-2-1597360368.jpg",
"https://pharmeasy.in/online-medicine-order/31","Cilesta 50mg Tablet","By 4 CARE LIFESCIENCE PVT LTD","₹87.00","15% OFF","15% OFF","https://cdn01.pharmeasy.in/dam/products/326156/cilesta-50mg-tablet-front-2-1597360368.jpg",
"https://pharmeasy.in/online-medicine-order/32","Formylin Tablet","By 4 CARE LIFESCIENCE PVT LTD","₹101.00","20% OFF","20% OFF","https://cdn01.pharmeasy.in/dam/products/326158/formylin-tablet-front-2-1597360375.jpg",
